ID,COUNTRY,SOURCE,StartDate,EndDate,Duration,RecDate,CITY,DES_DISP1,DES_DISP2,DES_DISP3,DES_DISP4,DES_DISP5,CANT_DES,R_DES1,R_DES2,R_DES3,R_DES4,R_DES5,CHOICE_DES,MEJ_DES,SEG_DES,TER_DES,CUAR_DES,SAF_DISP1,SAF_DISP2,SAF_DISP3,SAF_DISP4,CANT_SAF,R_SAF1,R_SAF2,R_SAF3,R_SAF4,CHOICEAF,MEJ_SAF,SEG_SAF,TER_SAF,SEC_DISP1,SEC_DISP2,SEC_DISP3,SEC_DISP4,SEC_DISP5,CANT_SEC,R_SEC1,R_SEC2,R_SEC3,R_SEC4,R_SEC5,CHOICE_SEC,MEJ_SEC,SEG_SEC,TER_SEC,CUAR_SEC,DEST_DISP1,DEST_DISP2,DEST_DISP3,DEST_DISP4,DEST_DISP5,CANT_DEST,R_DEST1,R_DEST2,R_DEST3,R_DEST4,R_DEST5,CHOICE_DEST,MEJ_DEST,SEG_DEST,TER_DEST,CUAR_DEST,ATR_DISP1,ATR_DISP2,ATR_DISP3,ATR_DISP4,ATR_DISP5,ATR_DISP6,ATR_DISP7,ATR_DISP8,CANT_ATR,R_ATR1,R_ATR2,R_ATR3,R_ATR4,R_ATR5,R_ATR6,R_ATR7,R_ATR8,CHOICE_ATR,MEJ_ATR,SEG_ATR,TER_ATR,CUAR_ATR,QUIN_ATR,SEXTO_ATR,SEPT_ATR,R_DESIGN,R_SAFETY,R_SECURITY,R_DESTIN,R_ATRACT,AGE,GENDER,DISABILITY,SES,INC,NRES,NEIGH,NEIGH2,OCCUP,EDUCATION,NWT_WD,DWT_WD,NEIGH_WD,NEIGH2_WD,NWT_WE,DWT_WE,NEIGH_WE,NEIGH2_WE,WEXP_BASE,WEXP_S1A,WEXP_S1B,WEXP_S2A,WEXP_S2B,WEXP_S3A,WEXP_S3B,WEXP_S4A,WEXP_S4B,WEXP_S5A,WEXP_S5B,VR,CS
3028,CHL,JAC,07-10-2024 14:20,07-10-2024 14:30,588,07-10-2024 14:30,CONCE,0,0,1,1,1,2,999999,999999,1,2,3,3,3,4,9999,9999,1,1,0,0,1,1,2,999999,999999,1,1,9999,9999,0,0,1,0,1,1,999999,999999,2,999999,1,5,5,9999,9999,9999,1,0,0,0,0,0,1,999999,999999,999999,999999,999999,999999,9999,9999,9999,0,1,1,1,0,0,0,0,2,999999,3,1,2,999999,999999,999999,999999,3,3,4,999999,999999,999999,999999,999999,2,1,3,4,5,28,Masculino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Empleado,Educación técnica o tecnológica,2,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,2,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3029,CHL,JAC,07-10-2024 14:41,07-10-2024 14:48,402,07-10-2024 14:48,CONCE,0,0,1,1,0,1,999999,999999,1,2,999999,3,3,9999,9999,9999,1,0,0,1,1,1,999999,999999,2,1,1,9999,9999,0,0,1,0,0,0,999999,999999,1,999999,999999,999999,999999,9999,9999,9999,1,1,0,0,0,1,1,2,999999,999999,999999,1,1,9999,9999,9999,0,0,0,1,0,0,0,0,0,999999,999999,999999,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,1,3,5,4,55,Masculino,No presento ninguna dificultad o limitación.,999999,400.000 - 800.000,999999,Concepción	,Concepción centro,Independiente,Pregrado universitario,3,Entre 15 a 20 min por viaje.,Concepción	,Concepción centro,3,Entre 15 a 20 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3030,CHL,JAC,07-10-2024 15:17,07-10-2024 15:28,665,07-10-2024 15:28,CONCE,1,1,1,1,1,4,5,1,2,3,4,2,2,3,4,5,1,0,0,1,1,2,999999,999999,1,4,4,9999,9999,0,0,1,0,1,1,999999,999999,1,999999,2,3,3,9999,9999,9999,1,0,0,0,1,1,2,999999,999999,999999,1,5,5,9999,9999,9999,1,0,0,0,0,1,1,0,2,3,999999,999999,999999,999999,1,2,999999,6,6,7,999999,999999,999999,999999,999999,2,1,3,4,5,65,Femenino,No presento ninguna dificultad o limitación.,999999,800.000 - 1.200.000,999999,Concepción	,Concepción centro,Empleado,Pregrado universitario,3,Entre 10 a 15 min por viaje.,Concepción	,Concepción centro,3,Entre 10 a 15 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3031,CHL,JAC,07-10-2024 16:35,07-10-2024 16:43,450,07-10-2024 16:43,CONCE,0,0,1,1,0,1,999999,999999,2,1,999999,4,4,9999,9999,9999,1,0,0,1,1,1,999999,999999,2,1,1,9999,9999,0,0,1,0,1,1,999999,999999,1,999999,2,3,3,9999,9999,9999,0,0,0,1,0,0,999999,999999,999999,1,999999,999999,999999,9999,9999,9999,1,0,0,1,1,0,0,0,2,2,999999,999999,3,1,999999,999999,999999,5,5,1,999999,999999,999999,999999,999999,1,2,3,4,5,55,Femenino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Empleado,Escuela primaria,2,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,2,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3032,CHL,JAC,07-10-2024 17:01,07-10-2024 17:09,448,07-10-2024 17:09,CONCE,1,1,1,1,1,4,4,5,3,1,2,4,4,5,3,1,1,1,1,1,3,2,3,1,4,3,3,1,2,1,0,1,0,1,2,2,999999,1,999999,3,3,3,1,9999,9999,1,1,1,1,1,4,1,2,3,4,5,1,1,2,3,4,1,0,1,1,1,1,1,0,5,5,999999,2,4,3,1,6,999999,6,6,3,5,4,1,999999,999999,1,3,2,5,4,29,Femenino,Dificultad para oír.,999999,400.000 - 800.000,999999,Concepción	,Concepción centro,Estudiante,Posgrado universitario,5 o más,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,5 o más,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3033,CHL,JAC,07-10-2024 17:09,07-10-2024 17:16,429,07-10-2024 17:16,CONCE,0,0,1,1,1,2,999999,999999,3,2,1,5,5,4,9999,9999,1,0,0,1,1,1,999999,999999,2,1,1,9999,9999,0,0,0,0,1,0,999999,999999,999999,999999,1,999999,999999,9999,9999,9999,0,0,0,1,0,0,999999,999999,999999,1,999999,999999,999999,9999,9999,9999,1,0,0,0,0,1,0,0,1,2,999999,999999,999999,999999,1,999999,999999,6,6,999999,999999,999999,999999,999999,999999,3,1,4,5,2,59,Femenino,No presento ninguna dificultad o limitación.,999999,400.000 - 800.000,999999,Concepción	,Concepción centro,Empleado,Escuela secundaria,3,Entre 15 a 20 min por viaje.,Concepción	,Concepción centro,3,Entre 15 a 20 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3034,CHL,JAC,07-10-2024 17:27,07-10-2024 17:33,363,07-10-2024 17:33,CONCE,0,1,0,1,0,1,999999,2,999999,1,999999,4,4,9999,9999,9999,1,0,0,1,1,2,999999,999999,1,4,4,9999,9999,0,0,1,0,1,1,999999,999999,1,999999,2,3,3,9999,9999,9999,0,0,0,1,0,0,999999,999999,999999,1,999999,999999,999999,9999,9999,9999,1,0,0,1,0,0,0,0,1,2,999999,999999,1,999999,999999,999999,999999,4,4,999999,999999,999999,999999,999999,999999,2,1,3,4,5,59,Masculino,No presento ninguna dificultad o limitación.,999999,400.000 - 800.000,999999,Concepción	,Concepción centro,Independiente,Pregrado universitario,3,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,3,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3035,CHL,JAC,07-10-2024 17:34,07-10-2024 17:42,475,07-10-2024 17:42,CONCE,0,1,1,1,1,3,999999,3,1,2,4,3,3,4,2,9999,1,0,0,1,1,2,999999,999999,1,4,4,9999,9999,0,0,1,0,0,0,999999,999999,1,999999,999999,999999,999999,9999,9999,9999,1,0,0,0,0,0,1,999999,999999,999999,999999,999999,999999,9999,9999,9999,1,0,1,1,0,0,0,0,2,1,999999,3,2,999999,999999,999999,999999,1,1,4,999999,999999,999999,999999,999999,3,1,2,4,5,52,Femenino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Actividades del hogar,Educación técnica o tecnológica,5 o más,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,5 o más,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3036,CHL,JAC,07-10-2024 17:43,07-10-2024 17:51,457,07-10-2024 17:51,CONCE,0,0,1,1,1,2,999999,999999,1,2,3,3,3,4,9999,9999,1,1,0,0,1,1,2,999999,999999,1,1,9999,9999,0,0,1,0,0,0,999999,999999,1,999999,999999,999999,999999,9999,9999,9999,1,0,0,0,0,0,1,999999,999999,999999,999999,999999,999999,9999,9999,9999,1,0,1,1,0,1,1,0,4,1,999999,3,2,999999,4,5,999999,1,1,4,3,6,999999,999999,999999,3,1,2,4,5,57,Femenino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Independiente,Escuela secundaria,2,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,2,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3037,CHL,JAC,07-10-2024 17:51,07-10-2024 18:04,796,07-10-2024 18:04,CONCE,0,1,1,1,1,3,999999,3,2,1,4,4,4,3,2,9999,1,0,0,1,1,1,999999,999999,2,1,1,9999,9999,0,0,1,0,0,0,999999,999999,1,999999,999999,999999,999999,9999,9999,9999,1,0,0,0,1,1,2,999999,999999,999999,1,5,5,9999,9999,9999,1,0,1,1,1,1,1,0,5,1,999999,6,2,3,5,4,999999,1,1,4,5,7,6,999999,999999,3,1,2,4,5,58,Masculino,No presento ninguna dificultad o limitación.,999999,800.000 - 1.200.000,999999,Concepción	,Concepción centro,Empleado,Educación técnica o tecnológica,4,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,4,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3038,CHL,JAC,07-10-2024 18:05,07-10-2024 18:08,173,07-10-2024 18:08,CONCE,0,0,1,1,1,2,999999,999999,2,3,1,5,5,3,9999,9999,1,0,0,1,1,2,999999,999999,1,4,4,9999,9999,0,0,1,0,0,0,999999,999999,1,999999,999999,999999,999999,9999,9999,9999,1,0,0,0,1,1,2,999999,999999,999999,1,5,5,9999,9999,9999,1,0,0,1,0,1,1,0,3,1,999999,999999,3,999999,4,2,999999,1,1,7,4,999999,999999,999999,999999,3,1,2,4,5,50,Femenino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Otro,Educación técnica o tecnológica,5 o más,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,5 o más,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3041,CHL,JAC,08-10-2024 19:40,08-10-2024 19:48,485,08-10-2024 19:48,CONCE,0,1,1,1,1,3,999999,3,1,2,4,3,3,4,2,9999,1,1,0,1,2,2,3,999999,1,4,4,1,9999,1,0,1,0,0,1,2,999999,1,999999,999999,3,3,9999,9999,9999,1,1,1,1,1,4,2,3,4,1,5,4,4,1,2,3,1,1,0,1,1,0,0,1,4,1,2,999999,3,4,999999,999999,5,1,1,2,4,5,999999,999999,999999,2,3,5,1,4,33,Femenino,No presento ninguna dificultad o limitación.,999999,1.600.000 - 2.000.000,999999,Concepción	,Lorenzo arenas,Empleado,Posgrado universitario,5 o más,Entre 5 a 10 min por viaje.,Concepción	,Concepción centro,2,Entre 20 a 30 min por viaje.,Concepción	,Lorenzo arenas,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"Si, deseo continuar:",1
3042,CHL,JAC,08-10-2024 22:30,08-10-2024 22:37,421,08-10-2024 22:37,CONCE,0,1,0,1,1,2,999999,2,999999,1,3,4,4,2,9999,9999,0,1,0,1,1,999999,2,999999,1,4,4,9999,9999,1,1,0,0,1,2,2,3,999999,999999,1,5,5,1,9999,9999,1,1,1,1,1,4,1,3,2,5,4,1,1,3,2,5,1,1,0,1,0,0,1,1,4,1,2,999999,4,999999,999999,5,3,1,1,2,8,4,999999,999999,999999,1,4,5,2,3,53,Femenino,No presento ninguna dificultad o limitación.,999999,Más de 2.000.000,999999,Concepción	,Pedro de Valdivia,Empleado,Posgrado universitario,2,Entre 5 a 10 min por viaje.,Concepción	,Pedro de Valdivia,4,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"Si, deseo continuar:",1
3043,CHL,JAC,09-10-2024 10:01,09-10-2024 10:10,588,09-10-2024 10:10,CONCE,0,0,1,1,1,2,999999,999999,1,2,3,3,3,4,9999,9999,0,1,0,1,1,999999,2,999999,1,4,4,9999,9999,1,0,1,0,0,1,1,999999,2,999999,999999,1,1,9999,9999,9999,1,1,1,0,1,3,2,3,4,999999,1,5,5,1,2,9999,1,1,1,1,0,0,1,0,4,1,3,4,5,999999,999999,2,999999,1,1,7,2,3,999999,999999,999999,1,5,4,2,3,37,Femenino,No presento ninguna dificultad o limitación.,999999,1.200.000 - 1.600.000,999999,Concepción	,Concepción centro,Empleado,Posgrado universitario,5 o más,Entre 10 a 15 min por viaje.,Concepción	,"Barrio universitario, barrio oriente, chillancito, tres pascualas, parque ecuador, concepción centro",4,Entre 10 a 15 min por viaje.,Concepción	,"Barrio universitario, barrio oriente, chillancito, parque ecuador, tres pascualas, costanera bio bio, concepción centro",999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"Si, deseo continuar:",1
3044,CHL,JAC,09-10-2024 12:53,09-10-2024 12:59,306,09-10-2024 12:59,CONCE,0,1,1,0,1,2,999999,2,1,999999,3,3,3,2,9999,9999,1,0,0,1,1,1,999999,999999,2,1,1,9999,9999,0,0,1,1,1,2,999999,999999,2,1,3,4,4,3,9999,9999,1,1,0,1,0,2,2,3,999999,1,999999,4,4,1,9999,9999,1,0,0,1,1,0,1,0,3,1,999999,999999,2,4,999999,3,999999,1,1,4,7,999999,999999,999999,999999,2,1,3,4,5,22,Femenino,No presento ninguna dificultad o limitación.,999999,400.000 - 800.000,999999,Concepción	,Concepción centro,Estudiante,Pregrado universitario,4,Entre 10 a 15 min por viaje.,Concepción	,Concepción centro,2,Entre 5 a 10 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3045,CHL,JAC,09-10-2024 14:01,09-10-2024 14:08,429,09-10-2024 14:08,CONCE,0,1,1,0,0,1,999999,2,1,999999,999999,3,3,9999,9999,9999,1,0,0,1,1,2,999999,999999,1,4,4,9999,9999,0,1,1,0,0,1,999999,1,2,999999,999999,2,2,9999,9999,9999,0,1,0,1,0,1,999999,2,999999,1,999999,4,4,9999,9999,9999,0,0,0,1,0,0,0,1,1,999999,999999,999999,1,999999,999999,999999,2,4,4,999999,999999,999999,999999,999999,999999,1,3,4,5,2,34,Masculino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Estudiante y empleado,Pregrado universitario,5 o más,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,5 o más,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3046,CHL,JAC,09-10-2024 14:09,09-10-2024 14:16,420,09-10-2024 14:16,CONCE,0,0,0,1,1,1,999999,999999,999999,1,2,4,4,9999,9999,9999,1,0,1,0,1,1,999999,2,999999,1,1,9999,9999,1,0,1,0,0,1,1,999999,2,999999,999999,1,1,9999,9999,9999,1,0,0,1,0,1,1,999999,999999,2,999999,1,1,9999,9999,9999,1,0,0,0,1,0,0,0,1,2,999999,999999,999999,1,999999,999999,999999,5,5,999999,999999,999999,999999,999999,999999,2,1,3,4,5,45,Masculino,No presento ninguna dificultad o limitación.,999999,400.000 - 800.000,999999,Concepción	,Concepción centro,Empleado,Escuela secundaria,2,Entre 15 a 20 min por viaje.,Concepción	,Concepción centro,2,Entre 15 a 20 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3047,CHL,JAC,09-10-2024 14:41,09-10-2024 14:46,350,09-10-2024 14:46,CONCE,0,0,0,1,0,0,999999,999999,999999,1,999999,999999,999999,9999,9999,9999,0,0,0,1,0,999999,999999,999999,1,999999,999999,9999,9999,1,1,0,0,0,1,1,2,999999,999999,999999,1,1,9999,9999,9999,1,0,0,0,1,1,2,999999,999999,999999,1,5,5,9999,9999,9999,1,1,1,0,0,0,0,0,2,2,3,1,999999,999999,999999,999999,999999,3,3,1,999999,999999,999999,999999,999999,1,3,4,5,2,35,Masculino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Independiente,Escuela secundaria,2,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,2,Entre 30 a 45 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
3048,CHL,JAC,09-10-2024 14:54,09-10-2024 15:23,1746,09-10-2024 15:23,CONCE,0,1,1,1,1,3,999999,4,2,1,3,4,4,3,5,9999,1,1,0,1,2,3,2,999999,1,4,4,2,9999,1,0,1,0,0,1,2,999999,1,999999,999999,3,3,9999,9999,9999,1,1,0,1,0,2,1,2,999999,3,999999,1,1,2,9999,9999,1,0,1,1,0,0,1,0,3,1,999999,4,3,999999,999999,2,999999,1,1,7,4,999999,999999,999999,999999,2,1,3,5,4,72,Femenino,No presento ninguna dificultad o limitación.,999999,0 - 400.000,999999,Concepción	,Concepción centro,Pensionado,Educación técnica o tecnológica,4,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,4,Entre 20 a 30 min por viaje.,Concepción	,Concepción centro,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,"No, gracias.",1
